ep,time,action_cnt,cache_hit,cache_hit_rate,avg_hop,episode_reward,gamma_episode_reward,cache_changed_cnt,action_3_cnt,random_action_cnt,qs_action_cnt
1,100,90,10,0.1,3.81,1044.141080807814,0,1.0,21,90,0,21,0,0,23,1,0,0,0,15,9,0,0,0,10,11,0,0,0
2,100,87,13,0.13,3.79,802.8429069294452,0,0.9838709677419355,25,87,0,21,4,0,12,3,0,6,0,5,11,1,3,0,0,17,0,4,0
3,100,81,19,0.19,3.69,981.627043630579,0,1.0,18,81,0,7,11,0,6,0,0,9,0,0,13,0,19,0,0,6,0,10,0
4,100,71,29,0.29,3.47,866.940434623211,0,0.9821428571428571,15,71,0,5,10,0,4,0,0,11,0,0,4,0,17,1,0,3,0,16,0
5,100,70,30,0.3,3.53,614.3317174170232,0,0.96,20,70,0,0,20,0,0,0,0,14,0,0,0,0,16,2,0,0,0,18,0
6,100,83,17,0.17,3.76,1021.4245609862411,0,0.9552238805970149,16,83,0,0,16,0,0,0,0,18,0,0,0,0,18,2,0,0,0,28,1
7,100,79,21,0.21,3.66,707.4543349797524,0,0.9655172413793104,21,79,0,0,21,0,0,0,0,26,1,0,0,0,20,1,0,0,0,10,0
8,100,73,27,0.27,3.54,533.1816512908406,0,0.9795918367346939,24,73,0,0,24,0,0,0,0,15,0,0,0,0,22,1,0,0,0,11,0
9,100,73,27,0.27,3.51,861.4207462147355,0,0.9655172413793104,15,73,0,0,15,0,0,0,0,20,1,0,0,0,15,0,0,0,0,21,1
10,100,79,21,0.21,3.65,774.5798626760394,0,0.9655172413793104,21,79,0,0,21,0,0,0,0,12,1,0,0,0,20,1,0,0,0,24,0
11,100,69,31,0.31,3.54,960.1715095783419,0,1.0,13,69,0,0,13,0,0,0,0,12,0,0,0,0,23,0,0,0,0,21,0
12,100,74,26,0.26,3.65,974.8046275230513,0,1.0,15,74,0,0,15,0,0,0,0,14,0,0,0,0,21,0,0,0,0,24,0
13,100,68,32,0.32,3.53,742.6081414741893,0,1.0,17,68,0,0,17,0,0,0,0,18,0,0,0,0,17,0,0,0,0,16,0
14,100,74,26,0.26,3.64,945.4392232459244,0,0.9830508474576272,15,74,0,0,15,0,0,0,0,13,0,0,0,0,21,1,0,0,0,24,0
15,100,70,30,0.3,3.61,684.6624692444526,0,1.0,20,70,0,0,20,0,0,0,0,16,0,0,0,0,16,0,0,0,0,18,0
16,100,72,28,0.28,3.49,859.7147107001367,0,1.0,16,72,0,0,16,0,0,0,0,21,0,0,0,0,21,0,0,0,0,14,0
17,100,69,31,0.31,3.55,813.0689980414144,0,0.9636363636363636,14,69,0,0,14,0,0,0,0,22,2,0,0,0,13,0,0,0,0,18,0
18,100,71,29,0.29,3.51,759.441797261396,0,1.0,18,71,0,0,18,0,0,0,0,19,0,0,0,0,20,0,0,0,0,14,0
